0.000139334	3.9401e-06
0.000190821	5.07896e-06
0.000253905	6.74395e-06
0.000329578	9.06062e-06
0.000419437	1.23695e-05
0.000524926	1.7314e-05
0.000640336	2.48813e-05
0.000774738	3.66231e-05
0.000803599	3.93854e-05
0.000836582	4.4379e-05
0.000870918	5.00051e-05
0.000906662	5.63447e-05
0.000943875	6.34881e-05
0.000982613	7.15371e-05
0.00102294	8.06067e-05
0.00106493	9.08261e-05
0.00110863	0.000102341
0.00115414	0.000115316
0.00120151	0.000129936
0.00125082	0.000146409
0.00130216	0.000164971
0.0013556	0.000185886
0.00141124	0.000209452
0.00146916	0.000236006
0.00152946	0.000265927
0.00159223	0.000299641
0.00165758	0.00033763
0.00172561	0.000380434
0.00179644	0.000428666
0.00187017	0.000483012
0.00194693	0.000544249
0.00202683	0.00061325
0.00211002	0.000690995
0.00219642	0.000772886
0.00228347	0.000857722
0.00237632	0.000948447
0.00248284	0.00104877
0.0025838	0.0011393
0.00268887	0.00123036
0.00279822	0.00132085
0.00291202	0.00140842
0.00303043	0.00149553
0.00315367	0.0015773
0.0032819	0.00165372
0.00341538	0.001723
0.00355426	0.00178589
0.00369879	0.0018504
0.00384922	0.00191724
0.00402175	0.0019865
0.00416865	0.00204336
0.00434473	0.00210753
0.00453262	0.00218367
0.00471692	0.00224921
0.00490873	0.00231671
0.00510837	0.00238625
0.00531611	0.00245786
0.00553228	0.00253164
0.00575725	0.00260762
0.00601532	0.00270182
0.00625992	0.00278286
0.0065145	0.00286644
0.00677942	0.00295248
0.0070551	0.00304108
0.007342	0.00313237
0.00764057	0.00322637
0.00795126	0.0033232
0.00827462	0.00342294
0.00861111	0.00352569
0.00896128	0.00363149
0.00936294	0.00376269
0.00972959	0.00387563
0.0101399	0.00399194
0.0105523	0.00411174
0.0109814	0.00423515
0.011428	0.00436228
0.0118927	0.00449319
0.0123763	0.00462806
0.0128796	0.00476697
0.0134034	0.00491003
0.0139484	0.0050574
0.0145736	0.00524012
0.0151663	0.00539738
0.015783	0.00555938
0.0164248	0.00572622
0.017087	0.00589809
0.0177879	0.00607512
0.0185112	0.00625747
0.019264	0.00644526
0.0200474	0.00663872
0.0208626	0.00683841
0.021711	0.00704321
0.0226834	0.00729762
0.0236066	0.00756123
0.0245666	0.00783437
0.0255656	0.00811738
0.0266053	0.00841061
0.0276872	0.00871446
0.0288131	0.00902925
0.0299848	0.0093554
0.0312042	0.00969337
0.0324729	0.0100435
0.0337936	0.0104063
0.0353082	0.0108462
0.0367441	0.011302
0.0382385	0.0117811
0.0397935	0.0122806
0.0414118	0.0127997
0.0430958	0.0133407
